[41.84, -87.64]	2831
[41.87, -87.61]	7
[41.91, -87.79]	22
[41.94, -87.65]	438909
[41.96, -87.74]	514
[41.99, -87.71]	70
[42.04, -87.76]	235
[41.72, -87.64]	1
[41.76, -87.57]	2
[41.78, -87.66]	161
[41.8, -87.76]	1407
[41.82, -87.65]	361
[41.84, -87.74]	5
[41.84, -87.7]	1098
[41.87, -87.71]	935
[41.88, -87.67]	8515
[41.92, -87.66]	219505
[41.94, -87.75]	1122
[41.95, -87.7]	14971
[41.96, -87.84]	1355
[41.98, -87.68]	5634
[41.99, -87.81]	26
[42.0, -87.75]	95
[42.02, -87.77]	10
[42.04, -87.86]	1
[41.78, -87.76]	9
[41.82, -87.75]	78
[41.85, -87.61]	14
[41.86, -87.68]	3324
[41.88, -87.77]	1
[41.9, -87.63]	1024237
[41.92, -87.76]	444
[41.94, -87.85]	4
[41.97, -87.71]	1514
[41.97, -87.8]	45
[41.98, -87.78]	90
[42.07, -87.82]	17
[41.79, -87.63]	58
[41.83, -87.62]	3304
[41.85, -87.71]	429
[41.89, -87.64]	610026
[41.9, -87.73]	1025
[41.92, -87.86]	2
[41.93, -87.63]	94
[41.95, -87.72]	14276
[41.96, -87.68]	16630
[41.97, -87.81]	26
[41.98, -87.88]	146
[42.03, -87.74]	202
[41.77, -87.64]	109
[41.79, -87.73]	4
[41.81, -87.63]	289
[41.83, -87.72]	557
[41.84, -87.68]	22433
[41.85, -87.81]	16
[41.87, -87.65]	36260
[41.89, -87.74]	69
[41.91, -87.64]	1086701
[41.93, -87.73]	7761
[41.94, -87.69]	15319
[41.95, -87.82]	925
[41.96, -87.78]	933
[41.99, -87.75]	44
[42.01, -87.75]	111
[41.75, -87.65]	6
[41.8, -87.61]	153
[41.81, -87.73]	73
[41.82, -87.69]	486
[41.87, -87.75]	15
[41.91, -87.74]	420
[41.92, -87.8]	6
[41.94, -87.79]	103
[41.97, -87.65]	2435
[42.07, -87.76]	5699
[41.78, -87.61]	137
[41.8, -87.71]	13
[41.82, -87.79]	204
[41.85, -87.65]	2291
[41.88, -87.62]	365572
[41.9, -87.67]	105477
[41.95, -87.66]	70403
[41.97, -87.75]	241
[42.04, -87.81]	10
[41.73, -87.65]	2
[41.76, -87.62]	11
[41.77, -87.58]	15
[41.78, -87.6]	19
[41.79, -87.67]	24
[41.8, -87.7]	3
[41.83, -87.66]	2527
[41.85, -87.75]	5
[41.86, -87.63]	34103
[41.88, -87.72]	322
[41.89, -87.68]	7964
[41.9, -87.77]	10
[41.92, -87.71]	7745
[41.93, -87.67]	67887
[41.94, -87.8]	508
[41.95, -87.76]	697
[41.97, -87.85]	202
[41.98, -87.73]	752394
[41.99, -87.69]	4483
[42.02, -87.82]	1
[42.03, -87.78]	378
[41.71, -87.66]	1
[41.74, -87.63]	36
[41.75, -87.59]	1
[41.81, -87.67]	30
[41.86, -87.73]	91
[41.87, -87.69]	1867
[41.91, -87.68]	42842
[41.92, -87.81]	34
[41.93, -87.77]	825
[41.98, -87.83]	12
[41.99, -87.79]	75
[41.8, -87.65]	1288
[41.81, -87.77]	88
[41.84, -87.63]	2110
[41.94, -87.64]	42663
[41.96, -87.73]	390
[41.97, -87.69]	2488
[42.04, -87.75]	603
[41.72, -87.63]	44
[41.78, -87.65]	6
[41.8, -87.75]	87
[41.82, -87.64]	2636
[41.84, -87.73]	19
[41.85, -87.69]	1957
[41.88, -87.66]	119543
[41.92, -87.65]	311813
[41.94, -87.74]	1656
[41.96, -87.83]	191
[41.98, -87.67]	4167
[42.0, -87.74]	90
[42.02, -87.76]	250
[41.76, -87.66]	56
[41.82, -87.74]	7
[41.85, -87.79]	30
[41.86, -87.67]	10221
[41.86, -87.7]	759
[41.9, -87.62]	2868
[41.92, -87.75]	4023
[41.94, -87.84]	4
[41.97, -87.7]	907
[41.97, -87.89]	232
[41.98, -87.77]	55
[41.7, -87.63]	5
[41.74, -87.67]	2
[41.79, -87.62]	199
[41.8, -87.59]	4
[41.83, -87.61]	691
[41.89, -87.63]	4569336
[41.9, -87.72]	11679
[41.95, -87.71]	4454
[41.96, -87.67]	24075
[41.98, -87.87]	75
[41.99, -87.8]	11
[42.05, -87.82]	267
[41.77, -87.63]	44
[41.78, -87.59]	2
[41.79, -87.72]	15
[41.8, -87.69]	44
[41.81, -87.62]	768
[41.83, -87.71]	3637
[41.84, -87.67]	1638
[41.87, -87.64]	93014
[41.89, -87.73]	857
[41.91, -87.63]	298757
[41.93, -87.72]	3718
[41.94, -87.68]	32062
[41.95, -87.81]	6272
[41.96, -87.77]	2542
[41.99, -87.74]	404
[42.0, -87.68]	530
[42.01, -87.74]	73
[41.72, -87.67]	2
[41.75, -87.64]	20
[41.78, -87.69]	1
[41.81, -87.72]	2271
[41.81, -87.7]	2
[41.82, -87.68]	75
[41.87, -87.74]	165
[41.91, -87.73]	2461
[41.92, -87.69]	12837
[41.92, -87.7]	10743
[41.93, -87.82]	8
[41.94, -87.78]	2805
[41.96, -87.87]	1
[42.0, -87.78]	1
[42.07, -87.75]	2
[41.85, -87.64]	5940
[41.9, -87.66]	368971
[41.91, -87.83]	2
[41.92, -87.79]	1
[41.95, -87.65]	241456
[41.97, -87.74]	5095
[42.0, -87.8]	2
[42.05, -87.76]	233
[41.73, -87.64]	3
[41.76, -87.61]	3
[41.77, -87.57]	2
[41.79, -87.66]	509
[41.8, -87.6]	224
[41.83, -87.65]	526
[41.83, -87.7]	14183
[41.85, -87.74]	44
[41.86, -87.62]	79340
[41.88, -87.71]	505
[41.89, -87.67]	56276
[41.9, -87.76]	24
[41.93, -87.66]	244369
[41.94, -87.7]	11175
[41.95, -87.75]	347
[41.97, -87.84]	3489
[41.98, -87.72]	27808
[41.99, -87.68]	1610
[42.05, -87.86]	1
[41.74, -87.62]	12
[41.75, -87.58]	2
[41.79, -87.76]	600
[41.81, -87.66]	923
[41.83, -87.75]	34
[41.85, -87.8]	59
[41.86, -87.72]	3778
[41.87, -87.68]	1682
[41.88, -87.81]	2
[41.89, -87.77]	21
[41.91, -87.67]	96979
[41.93, -87.76]	182
[41.95, -87.85]	7
[41.96, -87.8]	1133
[42.01, -87.78]	19
[42.08, -87.82]	28
[41.8, -87.64]	495
[41.81, -87.76]	186
[41.84, -87.62]	3962
[41.86, -87.82]	4
[41.91, -87.77]	3
[41.96, -87.72]	3722
[41.97, -87.68]	9345
[41.98, -87.9]	2341
[42.04, -87.74]	438
[41.78, -87.64]	783
[41.8, -87.74]	45
[41.82, -87.63]	401
[41.84, -87.72]	244
[41.85, -87.68]	9265
[41.88, -87.65]	205334
[41.92, -87.64]	575837
[41.94, -87.73]	10026
[41.95, -87.69]	12571
[41.96, -87.82]	1857
[41.97, -87.78]	115
[41.98, -87.66]	40327
[42.0, -87.73]	8562
[42.02, -87.75]	52
[42.08, -88.01]	2058
[41.76, -87.65]	1
[41.82, -87.73]	219
[41.83, -87.69]	661
[41.86, -87.66]	16086
[41.88, -87.75]	9
[41.92, -87.74]	58230
[41.94, -87.83]	1
[41.95, -87.79]	785
[41.97, -87.88]	1
[41.98, -87.76]	8306
[42.08, -87.76]	18061
[41.74, -87.66]	3
[41.77, -87.7]	130
[41.79, -87.61]	87
[41.88, -87.7]	1069
[41.89, -87.62]	568212
[41.9, -87.71]	4066
[41.95, -87.89]	12
[41.96, -87.66]	72226
[41.98, -87.86]	215
[41.99, -87.7]	143
[41.77, -87.62]	41
[41.79, -87.71]	4
[41.8, -87.68]	48
[41.81, -87.61]	462
[41.84, -87.66]	4269
[41.87, -87.63]	168566
[41.89, -87.72]	117
[41.93, -87.71]	2002
[41.93, -87.8]	20
[41.94, -87.67]	53226
[41.96, -87.76]	520
[41.99, -87.73]	141012
[42.0, -87.67]	1289
[42.01, -87.73]	8123
[42.03, -87.82]	1
[42.04, -87.78]	498
[41.72, -87.66]	8
[41.75, -87.63]	51
[41.76, -87.59]	1
[41.78, -87.68]	1
[41.79, -87.7]	4
[41.81, -87.6]	300
[41.81, -87.71]	20
[41.82, -87.67]	39
[41.87, -87.73]	574
[41.88, -87.69]	2937
[41.89, -87.82]	3
[41.91, -87.72]	87360
[41.92, -87.68]	27169
[41.93, -87.81]	9
[41.94, -87.77]	2687
[42.0, -87.77]	10
[41.82, -87.77]	143
[41.85, -87.63]	7567
[41.9, -87.65]	291221
[41.95, -87.64]	96
[41.97, -87.73]	1738
[42.0, -87.7]	9
[42.05, -87.75]	64
[41.73, -87.63]	42
[41.79, -87.65]	342
[41.83, -87.64]	3118
[41.85, -87.73]	86
[41.86, -87.61]	8
[41.89, -87.66]	113543
[41.9, -87.75]	35
[41.93, -87.65]	1119961
[41.95, -87.74]	446
[41.97, -87.83]	302
[41.98, -87.71]	812
[41.99, -87.67]	1012
[42.03, -87.76]	233
[41.75, -87.57]	2
[41.77, -87.66]	45
[41.79, -87.75]	169
[41.81, -87.65]	813
[41.83, -87.74]	43
[41.85, -87.7]	942
[41.86, -87.71]	755
[41.87, -87.67]	6962
[41.89, -87.76]	14
[41.91, -87.66]	324418
[41.93, -87.75]	15936
[41.95, -87.84]	521
[41.96, -87.7]	5300
[41.98, -87.81]	14
[41.99, -87.77]	77
[42.01, -87.77]	1
[42.03, -87.86]	1
[41.75, -87.67]	2
[41.8, -87.63]	104
[41.81, -87.75]	17
[41.84, -87.61]	39
[41.87, -87.8]	2
[41.91, -87.76]	23
[41.96, -87.71]	8741
[41.97, -87.67]	12444
[41.98, -87.8]	11
[41.98, -87.91]	95316
[42.06, -87.82]	67
[41.78, -87.63]	32
[41.79, -87.59]	17
[41.8, -87.73]	119
[41.82, -87.62]	1352
[41.84, -87.71]	3616
[41.85, -87.67]	11795
[41.88, -87.64]	1324341
[41.9, -87.69]	14254
[41.92, -87.63]	6185
[41.94, -87.72]	1265
[41.95, -87.68]	29140
[41.96, -87.81]	190
[41.97, -87.77]	91
[41.98, -87.65]	12
[42.02, -87.74]	152
[41.73, -87.67]	60
[41.76, -87.64]	7
[41.79, -87.69]	6
[41.82, -87.72]	1178
[41.83, -87.68]	168
[41.86, -87.65]	9399
[41.88, -87.74]	611
[41.9, -87.79]	6
[41.91, -87.7]	2804
[41.92, -87.73]	8618
[41.93, -87.69]	10720
[41.94, -87.82]	196
[41.95, -87.78]	1304
[41.97, -87.87]	3053
[41.98, -87.75]	77
[42.0, -87.82]	271
[42.08, -87.75]	4
[41.74, -87.65]	3
[41.77, -87.6]	12
[41.81, -87.69]	69
[41.83, -87.78]	5
[41.86, -87.75]	17
[41.93, -87.79]	47
[41.96, -87.65]	7811
[41.98, -87.85]	15
[42.06, -87.76]	245
[41.77, -87.61]	5
[41.8, -87.67]	9
[41.84, -87.65]	4012
[41.87, -87.62]	262514
[41.89, -87.71]	1049
[41.93, -87.7]	9467
[41.94, -87.66]	136803
[41.96, -87.75]	172
[41.99, -87.72]	22892
[42.0, -87.66]	10
[42.04, -87.77]	2
[41.72, -87.65]	1
[41.75, -87.62]	12
[41.76, -87.58]	1
[41.77, -87.71]	1
[41.79, -87.6]	254
[41.82, -87.66]	726
[41.84, -87.75]	9
[41.87, -87.72]	550
[41.88, -87.68]	8497
[41.9, -87.7]	8513
[41.91, -87.71]	8110
[41.92, -87.67]	77594
[41.94, -87.76]	1156
[41.95, -87.8]	1639
[41.96, -87.85]	4645
[41.98, -87.69]	3853
[42.0, -87.76]	5480
[42.01, -87.82]	1
[41.74, -87.59]	1
[41.82, -87.76]	1
[41.85, -87.62]	20467
[41.86, -87.69]	811
[41.9, -87.64]	1077423
[41.92, -87.77]	103
[41.97, -87.72]	12826
[41.98, -87.79]	4
